,address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,APL Tower,43rd-45th Floor Podomoro City Jalan Letjen Jend. S. Parman Kav. 28,Jakarta,11470,Indonesia,62 21 2903 4567,62 21 2903 4556,https://www.agungpodomoroland.com,Real Estate - Development,real-estate-development,Real Estate - Development,Real Estate,real-estate,Real Estate,"PT Agung Podomoro Land Tbk, together with its subsidiaries, owns, develops, and manages retail, commercial, and residential real estate properties in Indonesia. The company involved in the land acquisition and/or sourcing, design and development, project management, commercial leasing, and marketing; and operation and management of superblock developments, shopping malls, offices, hotels, and residential apartments and houses. PT Agung Podomoro Land Tbk was founded in 2004 and is headquartered in Jakarta, Indonesia. PT Agung Podomoro Land Tbk is a subsidiary of PT Indofica.",1410,"[{'maxAge': 1, 'name': 'Mr. Bacelius  Ruru L.L.M., SH', 'age': 75, 'title': 'President Director', 'yearBorn': 1948, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. H. Noer Indradjaja', 'age': 66, 'title': 'VP of Corporate Human Resources & Vice President Director', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Siti  Fatimah', 'age': 60, 'title': 'Vice President of Corporate Finance & Treasury', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Wibisono  W', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Miarni  Ang', 'age': 55, 'title': 'Legal Director & Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Paul Christian Ariyanto', 'age': 49, 'title': 'Project Director & Director', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Laurence  Untu', 'title': 'Head of Internal Audit & VP of Corporate Internal Audit', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. F. Justini Omas', 'title': 'Corporate Secretary', 'exercisedValue': 0, 'unexercisedValue': 0}]",86400,2,115.0,115.0,112.0,115.0,115.0,115.0,112.0,115.0,1497916800,1.096,2.3480084,1.7699115,8161800,8161800,8851448,11127983,11127983,113.0,96.0,2542321795072,111.0,175.0,0.54362005,118.66,135.565,IDR,12109329989632,0.2315,2589312206,22699300864,0.87745005,0.00052,22893299712,471.206,0.23768798,1703980800,1735603200,1703980800,1082668023808,47.7,63.28,2.589,8.456,-0.13533837,0.2158829,2.0,1497916800,JKT,EQUITY,APLN.JK,APLN.JK,Agung Podomoro Land Tbk.,PT Agung Podomoro Land Tbk,1289440800,Asia/Jakarta,WIB,1fd5f495-a4b5-3bec-8f61-12f00eee78b3,finmb_115278710,25200000,112.0,none,768367984640,33.85,1432089264128,7511936073728,0.174,1.301,4676652105728,55.845,206.026,0.02071,0.08984999,-308778532864,988818309120,-0.404,0.41516,0.30622,0.07111,IDR,
